-4.04, .00871, -.4417, -0.0003
-2.14, .00800, -.2385, 0.0001
-.05 , .00809, -.0126, 0.0001
2.05 , .00816,  .2125, 0.0003
4.04 , .00823,  .4316, 0.0005
6.09 , .00885,  .6546, 0.0012
8.30 , .01050,  .8873, 0.0031
10.12, .01201, 1.0707, 0.0052
11.13, .01239, 1.1685, 0.0069
12.12, .01332, 1.2605, 0.0089
13.08, .01503, 1.3455, 0.0111
14.22, .01625, 1.4365, 0.0145
15.26, .01900, 1.5129, 0.0178
16.30, .02218, 1.5739, 0.0216
17.13, .02560, 1.6116, 0.0253
