"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient"
451, 2.332095035514839e-01, 1.572606895429051e-02, 1.205640541233665e+00, 2.374837203112243e+01, -2.612441977131732e+00, 2.540534587292256e+05, 1.015266935724829e+05, 2.933544933483652e+02, 5.771420742425460e-02, 4.334184236515366e-01
452, 2.498157778255403e-01, 1.386788455128173e-02, 1.205652754506364e+00, 2.369092998098650e+01, -2.689432551953876e+00, 2.540564190521532e+05, 1.015282629865143e+05, 2.933560563342780e+02, 5.759622558851145e-02, 4.367909305053019e-01
453, 2.664161980549968e-01, 1.196016271303441e-02, 1.205684160073321e+00, 2.361610245705559e+01, -2.741864364276617e+00, 2.540618155260773e+05, 1.015309639907432e+05, 2.933562191047398e+02, 5.742958388749729e-02, 4.425951065170853e-01
454, 2.830125914687007e-01, 1.001765055777654e-02, 1.205715861641398e+00, 2.353238220526345e+01, -2.770872933940162e+00, 2.540681536389374e+05, 1.015341299364612e+05, 2.933576531812154e+02, 5.723521282063834e-02, 4.493983932336846e-01
455, 2.996064582547808e-01, 8.053699343163186e-03, 1.205741176688623e+00, 2.343441577754637e+01, -2.783179667449237e+00, 2.540730602396436e+05, 1.015368464044153e+05, 2.933593424076606e+02, 5.700234225352374e-02, 4.552357991760154e-01
456, 3.161992327455137e-01, 6.080494464786706e-03, 1.205777345213044e+00, 2.333042627361974e+01, -2.771972482420909e+00, 2.540793404293917e+05, 1.015401782031576e+05, 2.933601687083942e+02, 5.674793961041322e-02, 4.623954867211530e-01
457, 3.327922353261075e-01, 4.109262020625612e-03, 1.205804056178461e+00, 2.321962180965818e+01, -2.750564802193709e+00, 2.540847546552186e+05, 1.015432210518989e+05, 2.933624611081443e+02, 5.647460634970968e-02, 4.689342508899454e-01
458, 3.493867032324828e-01, 2.150402118510131e-03, 1.205835921675690e+00, 2.310355772954970e+01, -2.711299870927185e+00, 2.540901663263761e+05, 1.015463154264365e+05, 2.933636482295746e+02, 5.618350115723913e-02, 4.755837386143258e-01
459, 3.659837579940586e-01, 2.136278515563095e-04, 1.205860780246957e+00, 2.298360090402594e+01, -2.660987383539717e+00, 2.540950806617026e+05, 1.015492447739292e+05, 2.933660632034266e+02, 5.588027395710601e-02, 4.818786004532892e-01
460, 3.825844296949680e-01, -1.691957347516158e-03, 1.205885150645338e+00, 2.286010124277903e+01, -2.596504582069689e+00, 2.540990171959363e+05, 1.015518164176343e+05, 2.933675634895380e+02, 5.556493370703326e-02, 4.874047942091809e-01
461, 3.991896135840254e-01, -3.557773498328086e-03, 1.205909719959336e+00, 2.273781049610604e+01, -2.521971377639982e+00, 2.541044010677082e+05, 1.015549598387599e+05, 2.933706670668745e+02, 5.524993219118535e-02, 4.941596779289281e-01
462, 4.158001004549013e-01, -5.375719098583297e-03, 1.205934292316768e+00, 2.261721781248055e+01, -2.437239906628399e+00, 2.541088861942541e+05, 1.015577324419180e+05, 2.933726985849898e+02, 5.493686754739906e-02, 5.001177125622658e-01
463, 4.324165735200605e-01, -7.138110143897554e-03, 1.205957674481794e+00, 2.249860798219699e+01, -2.343459797199313e+00, 2.541129379109798e+05, 1.015603166033023e+05, 2.933744752132766e+02, 5.462692985546615e-02, 5.056708055035036e-01
464, 4.490395903961936e-01, -8.837661328721274e-03, 1.205985348527256e+00, 2.238323395817886e+01, -2.241786314636217e+00, 2.541174816018557e+05, 1.015630720908077e+05, 2.933757025941220e+02, 5.432343584972438e-02, 5.115920603868139e-01
465, 4.656695890554512e-01, -1.046744017182286e-02, 1.206008716012308e+00, 2.227134112207269e+01, -2.132151483206105e+00, 2.541216691707307e+05, 1.015656568743109e+05, 2.933774844570720e+02, 5.402749445145712e-02, 5.171464901965891e-01
466, 4.823068945864644e-01, -1.202085309638980e-02, 1.206031850228737e+00, 2.216045788087320e+01, -2.014064937181621e+00, 2.541252448140712e+05, 1.015679869347840e+05, 2.933785872297796e+02, 5.373326226154145e-02, 5.221535468163918e-01
467, 4.989517040100226e-01, -1.349163270322072e-02, 1.206054693255789e+00, 2.205401648399097e+01, -1.889997356839398e+00, 2.541300724081483e+05, 1.015707802875857e+05, 2.933810989857274e+02, 5.344963395807537e-02, 5.281561702668115e-01
468, 5.156041111419564e-01, -1.487381526303684e-02, 1.206075026881960e+00, 2.195134449548036e+01, -1.760391353046732e+00, 2.541334101174150e+05, 1.015729444226365e+05, 2.933824036434433e+02, 5.317567155384473e-02, 5.328066704822934e-01
469, 5.322640562269306e-01, -1.616173361226124e-02, 1.206096509809111e+00, 2.185260113932178e+01, -1.624315906282761e+00, 2.541367427277736e+05, 1.015750725212989e+05, 2.933833246036729e+02, 5.291160839071349e-02, 5.373797322625279e-01
470, 5.489314082306983e-01, -1.735002119887095e-02, 1.206117337347829e+00, 2.175918272738301e+01, -1.483187971671717e+00, 2.541409396558192e+05, 1.015775009693477e+05, 2.933852724483741e+02, 5.266130459443697e-02, 5.425982135074203e-01
471, 5.656058921794724e-01, -1.843359307516142e-02, 1.206135583138955e+00, 2.166873939100948e+01, -1.337488129284138e+00, 2.541442903616596e+05, 1.015795618893910e+05, 2.933867867132701e+02, 5.241965172412943e-02, 5.470269154509672e-01
472, 5.822871234928896e-01, -1.940765312698393e-02, 1.206153068694320e+00, 2.158196823921942e+01, -1.186800063039893e+00, 2.541469148105574e+05, 1.015812981699894e+05, 2.933875482293261e+02, 5.218847278074355e-02, 5.507580011306540e-01
473, 5.989746311755375e-01, -2.026769401104923e-02, 1.206170368611810e+00, 2.149924521726247e+01, -1.032238386371907e+00, 2.541505316485169e+05, 1.015833938163885e+05, 2.933893927847576e+02, 5.196889781939865e-02, 5.552613263861328e-01
474, 6.156678046414973e-01, -2.100949150437010e-02, 1.206184694040003e+00, 2.142046129527374e+01, -8.736984533333974e-01, 2.541526148399414e+05, 1.015848387824020e+05, 2.933900815506209e+02, 5.176120840824162e-02, 5.583664074459379e-01
475, 6.323659516834734e-01, -2.162911339834407e-02, 1.206199935080749e+00, 2.134586119461528e+01, -7.120113902235283e-01, 2.541555062775560e+05, 1.015865678277343e+05, 2.933913680377987e+02, 5.156598724476681e-02, 5.620819452944267e-01
476, 6.490682964081995e-01, -2.212291843052930e-02, 1.206212010444488e+00, 2.127686692349118e+01, -5.473061542118566e-01, 2.541580085412952e+05, 1.015880914782876e+05, 2.933928313019544e+02, 5.138709513286893e-02, 5.653561112129953e-01
477, 6.657739634786698e-01, -2.248755940318740e-02, 1.206223253182968e+00, 2.121255851945206e+01, -3.795335729444709e-01, 2.541601810588853e+05, 1.015894400230451e+05, 2.933939913475423e+02, 5.122245698978754e-02, 5.682539930631496e-01
478, 6.824819845380232e-01, -2.271998589433030e-02, 1.206234048150249e+00, 2.115250688961224e+01, -2.093405489910482e-01, 2.541618028860395e+05, 1.015905278630116e+05, 2.933945073657863e+02, 5.107127436858117e-02, 5.705916475439180e-01
479, 6.991913314660591e-01, -2.281744983564486e-02, 1.206244806421584e+00, 2.109737706163718e+01, -3.674526869694945e-02, 2.541643359032389e+05, 1.015919349688793e+05, 2.933959543353920e+02, 5.093517016584000e-02, 5.736153711043233e-01
480, 7.159009256546051e-01, -2.277750497198074e-02, 1.206253195458205e+00, 2.104682309513622e+01, 1.378058736014466e-01, 2.541658674316634e+05, 1.015928984206491e+05, 2.933966962916662e+02, 5.081371274287688e-02, 5.756857283408442e-01
481, 7.326095989509762e-01, -2.259801064643984e-02, 1.206260971788944e+00, 2.100080691212038e+01, 3.139556838226497e-01, 2.541671462366314e+05, 1.015937180268021e+05, 2.933971718469775e+02, 5.070682569737089e-02, 5.774469763691122e-01
482, 7.493161421708392e-01, -2.227713419919950e-02, 1.206269035574148e+00, 2.095917732493921e+01, 4.915713788556663e-01, 2.541683841752073e+05, 1.015944795858452e+05, 2.933974098435652e+02, 5.061421254290262e-02, 5.790834872202621e-01
483, 7.660193393798423e-01, -2.181335181202290e-02, 1.206274233691714e+00, 2.092053686967796e+01, 6.706874557783936e-01, 2.541697272032155e+05, 1.015952509007010e+05, 2.933983730167272e+02, 5.053265775227751e-02, 5.807409622940409e-01
484, 7.827179031592966e-01, -2.120544836472063e-02, 1.206283637706635e+00, 2.088564440906662e+01, 8.499217810100900e-01, 2.541717829350213e+05, 1.015962704257596e+05, 2.933990300029170e+02, 5.046375468866655e-02, 5.829318151721185e-01
485, 8.147336952942718e-01, -1.963280648730313e-02, 1.206292251665138e+00, 2.081887876607690e+01, 1.196454545179562e+00, 2.541734881696754e+05, 1.015972971148803e+05, 2.933998998287351e+02, 5.034333439075182e-02, 5.851380628714847e-01
486, 8.300155808603780e-01, -1.869228098196091e-02, 1.206291772675553e+00, 2.078970333680091e+01, 1.361702517698350e+00, 2.541731467571715e+05, 1.015972917031076e+05, 2.934000007023034e+02, 5.029752528966873e-02, 5.851264335371916e-01
487, 8.450940365412078e-01, -1.764360421272817e-02, 1.206297326321656e+00, 2.076263102939541e+01, 1.525451695692878e+00, 2.541741891454823e+05, 1.015978171137559e+05, 2.934001672362544e+02, 5.025948148767782e-02, 5.862554861497047e-01
488, 8.600714945333610e-01, -1.648320050853369e-02, 1.206300539450310e+00, 2.073620128107336e+01, 1.687634613575790e+00, 2.541743305533599e+05, 1.015979693164951e+05, 2.933998252679893e+02, 5.022598649090945e-02, 5.865825539413126e-01
489, 8.749057394539900e-01, -1.521731363076648e-02, 1.206305469008878e+00, 2.070621975015488e+01, 1.847397291355426e+00, 2.541760819100838e+05, 1.015987825188516e+05, 2.934009746895924e+02, 5.018634559030615e-02, 5.883300408795371e-01
490, 8.895551976720171e-01, -1.385356502897113e-02, 1.206310233769832e+00, 2.066797620553833e+01, 2.004185969494594e+00, 2.541770941274835e+05, 1.015993499043487e+05, 2.934014543075086e+02, 5.012926347324112e-02, 5.895492930586369e-01
491, 9.040834555837411e-01, -1.238994915727742e-02, 1.206318598214053e+00, 2.061201703267436e+01, 2.157344793114916e+00, 2.541789188312559e+05, 1.016003575912236e+05, 2.934023299091767e+02, 5.003151799404727e-02, 5.917147069161980e-01
492, 9.184443897034891e-01, -1.083490535970657e-02, 1.206334291580592e+00, 2.052327894063762e+01, 2.304979831726526e+00, 2.541824147565347e+05, 1.016022528484502e+05, 2.934039860663059e+02, 4.985619302257627e-02, 5.957874167674828e-01
493, 9.325959722359567e-01, -9.197824880848218e-03, 1.206367028721146e+00, 2.038288860776694e+01, 2.448532088515213e+00, 2.541901342226515e+05, 1.016061815112986e+05, 2.934073687411429e+02, 4.955791870167767e-02, 6.042297029436690e-01
494, 9.465729193146345e-01, -7.479641013997887e-03, 1.206435475559987e+00, 2.014467776616056e+01, 2.587207737753283e+00, 2.542063895295289e+05, 1.016141722646534e+05, 2.934137958679300e+02, 4.902523168019440e-02, 6.214009973989880e-01
495, 9.603477820372707e-01, -5.688589093052261e-03, 1.206636816678635e+00, 1.970655810386837e+01, 2.742347082615754e+00, 2.542602700484762e+05, 1.016384927664244e+05, 2.934350508472787e+02, 4.801691787888732e-02, 6.736632158238005e-01
496, 9.738939055990997e-01, -3.833556090139093e-03, 1.206912365672899e+00, 1.875207824412270e+01, 2.928322103096458e+00, 2.543236321850297e+05, 1.016697608004101e+05, 2.934583086316686e+02, 4.579134672597238e-02, 7.408549554213307e-01
497, 9.871518890648576e-01, -1.928905152700053e-03, 1.207987619640799e+00, 1.660945238059021e+01, 3.238109583265705e+00, 2.547702575586867e+05, 1.018606920637263e+05, 2.937477065465204e+02, 4.077153350531874e-02, 1.151146300621853e+00
498, 1.304034071519096e+00, 1.150584936809173e-01, 1.204231199347222e+00, 8.263183020995200e+00, 6.983077025107641e+00, 2.536879449112165e+05, 1.014557392456690e+05, 2.934925557967248e+02, 2.615872024744770e-02, 2.809449853543219e-01
499, 1.301055930373787e+00, 1.124412124202732e-01, 1.204395482206847e+00, 1.034130535427514e+01, 8.908591085722117e+00, 2.537317428142726e+05, 1.014617595152122e+05, 2.934699357469794e+02, 3.299994175257483e-02, 2.938819158833485e-01
500, 1.298005991937072e+00, 1.097848997234603e-01, 1.204146064219463e+00, 1.233134274494248e+01, 1.054696493899172e+01, 2.536793704037090e+05, 1.014280158450908e+05, 2.934331019040389e+02, 3.924128859165261e-02, 2.213702927702044e-01
501, 1.294892996136672e+00, 1.070987656839552e-01, 1.204001278277231e+00, 1.376766183275584e+01, 1.176169241465357e+01, 2.536580812024295e+05, 1.014087664389976e+05, 2.934126928214471e+02, 4.379717943665676e-02, 1.800053293632563e-01
502, 1.291721748731735e+00, 1.043884485035905e-01, 1.203764186614065e+00, 1.489937059148331e+01, 1.263483475317794e+01, 2.536112591046701e+05, 1.013810974868243e+05, 2.933904107858850e+02, 4.726157596424389e-02, 1.205476407151171e-01
503, 1.288497269747739e+00, 1.016596237911543e-01, 1.203599164262363e+00, 1.585682105845990e+01, 1.332685930687517e+01, 2.535811398332157e+05, 1.013611624386072e+05, 2.933729381180807e+02, 5.011989411939019e-02, 7.770930398809725e-02
504, 1.285224740358520e+00, 9.891798675297796e-02, 1.203440956981456e+00, 1.669343340890692e+01, 1.389861599071622e+01, 2.535521072702560e+05, 1.013424273875573e+05, 2.933572730378893e+02, 5.256859236154984e-02, 3.744963585327044e-02
505, 1.281896996662145e+00, 9.615889967601034e-02, 1.203300883454850e+00, 1.745924355690067e+01, 1.438986832199580e+01, 2.535274854250634e+05, 1.013259126242637e+05, 2.933436110226880e+02, 5.476188742020785e-02, 1.961134233830693e-03
506, 1.278517180024146e+00, 9.338645598887592e-02, 1.203165115771069e+00, 1.818892028358960e+01, 1.483205481219545e+01, 2.535035370360266e+05, 1.013098518753236e+05, 2.933302106107224e+02, 5.681395284594258e-02, -3.255173795423443e-02
507, 1.275098589208626e+00, 9.061281592261865e-02, 1.203032468594325e+00, 1.888792384018692e+01, 1.523163455550295e+01, 2.534799560264792e+05, 1.012941036959942e+05, 2.933169514558026e+02, 5.874528701725763e-02, -6.639293069190272e-02
508, 1.271624809587951e+00, 8.782607118105230e-02, 1.202898194310519e+00, 1.956878552519100e+01, 1.560247779761504e+01, 2.534561138320648e+05, 1.012783012780056e+05, 2.933039290393206e+02, 6.060109040244244e-02, -1.003506766437805e-01
509, 1.268104784263223e+00, 8.503488325072393e-02, 1.202764914575494e+00, 2.023896196120645e+01, 1.594865508880114e+01, 2.534325379394676e+05, 1.012626070366132e+05, 2.932909745135091e+02, 6.240177990402315e-02, -1.340759623875843e-01
510, 1.264546636582631e+00, 8.224702970316007e-02, 1.202634854031228e+00, 2.089921440171280e+01, 1.626988797005582e+01, 2.534094182686525e+05, 1.012471090524943e+05, 2.932778005645229e+02, 6.414863306117133e-02, -1.673795117467539e-01
511, 1.260926867820013e+00, 7.944570467253517e-02, 1.202495983527065e+00, 2.155735083232489e+01, 1.657455691763067e+01, 2.533845939439373e+05, 1.012308541627355e+05, 2.932645795914821e+02, 6.587002185728773e-02, -2.023095722793797e-01
512, 1.253312570955463e+00, 7.366854209353417e-02, 1.202216044321811e+00, 2.291263774646171e+01, 1.714327460366361e+01, 2.533346170698389e+05, 1.011976182629443e+05, 2.932365606031884e+02, 6.933777951420989e-02, -2.737300499815105e-01
513, 1.249323126956130e+00, 7.070472736268478e-02, 1.202069878106947e+00, 2.361186119522859e+01, 1.740810083467654e+01, 2.533090578618330e+05, 1.011804431217667e+05, 2.932224430146322e+02, 7.109088318817101e-02, -3.106376347077615e-01
514, 1.245312627017124e+00, 6.776946242257950e-02, 1.201922311875775e+00, 2.430969849192647e+01, 1.765198736181853e+01, 2.532821720796163e+05, 1.011626837342454e+05, 2.932069701630870e+02, 7.281556669398007e-02, -3.488007038119685e-01
515, 1.241280753751280e+00, 6.486362779336990e-02, 1.201772723193200e+00, 2.500601599626055e+01, 1.787603388206379e+01, 2.532559610270766e+05, 1.011451411309453e+05, 2.931926153200384e+02, 7.451342377277262e-02, -3.864979262641062e-01
516, 1.237227172924041e+00, 6.198815628622698e-02, 1.201623330604205e+00, 2.570270539878539e+01, 1.807903985377925e+01, 2.532281295168917e+05, 1.011268940214672e+05, 2.931761666308261e+02, 7.618733637882250e-02, -4.257090589186933e-01
517, 1.233151530074464e+00, 5.914403725552253e-02, 1.201468531488289e+00, 2.640249388799143e+01, 1.826562554397851e+01, 2.531998036524862e+05, 1.011083439734440e+05, 2.931601546900919e+02, 7.784982447751806e-02, -4.655711748695247e-01
518, 1.229053461597707e+00, 5.633233002400864e-02, 1.201312830491333e+00, 2.710522254415094e+01, 1.843111275503799e+01, 2.531732378193178e+05, 1.010904243158475e+05, 2.931461867318556e+02, 7.949424952945813e-02, -5.040786476276647e-01
519, 1.224932585380413e+00, 5.355416252146526e-02, 1.201155611933659e+00, 2.781024440111317e+01, 1.857483115896038e+01, 2.531442645572365e+05, 1.010714794863364e+05, 2.931296122757369e+02, 8.111986566729165e-02, -5.447891077675313e-01
520, 1.220788500273277e+00, 5.081073642273658e-02, 1.200997282282144e+00, 2.851787884708733e+01, 1.869758206882312e+01, 2.531167274594520e+05, 1.010530404224826e+05, 2.931147716770651e+02, 8.272859944141453e-02, -5.844127303289751e-01
521, 1.216620790068793e+00, 4.810333550822044e-02, 1.200841814265793e+00, 2.922720315214307e+01, 1.879327883140098e+01, 2.530878482459301e+05, 1.010340442467195e+05, 2.930976125309226e+02, 8.431169250670356e-02, -6.252335282021775e-01
522, 1.212429024915996e+00, 4.543333248071892e-02, 1.200680652189213e+00, 2.993705524436686e+01, 1.886768990311303e+01, 2.530600229768300e+05, 1.010154246688275e+05, 2.930829314832885e+02, 8.587528205548248e-02, -6.652450565799691e-01
523, 1.208212758761011e+00, 4.280219381764841e-02, 1.200538660184558e+00, 3.065218764469924e+01, 1.890542226289053e+01, 2.530350174951391e+05, 1.009979420529842e+05, 2.930668659473915e+02, 8.740914613118202e-02, -7.028133722520963e-01
524, 1.203971529135017e+00, 4.021148677375076e-02, 1.200363158577618e+00, 3.136802964963705e+01, 1.893670640263653e+01, 2.530006293900025e+05, 1.009765607631733e+05, 2.930476630011869e+02, 8.894774565680914e-02, -7.487595311278427e-01
525, 1.199704863905880e+00, 3.766289120513432e-02, 1.200211395705323e+00, 3.209693815278370e+01, 1.892897972083884e+01, 2.529730977668369e+05, 1.009578599151983e+05, 2.930304386784153e+02, 9.047176562998077e-02, -7.889457004265046e-01
526, 1.195412277088539e+00, 3.515820524581308e-02, 1.200119015935994e+00, 3.284028094026620e+01, 1.887528996077903e+01, 2.529664750708566e+05, 1.009474869720145e+05, 2.930228850340604e+02, 9.197415195629886e-02, -8.112360720432972e-01
527, 1.191093272193457e+00, 3.269935632918073e-02, 1.199884362003953e+00, 3.359490683181045e+01, 1.886568209523798e+01, 2.529140614149480e+05, 1.009181787665394e+05, 2.929950993752185e+02, 9.357855291258692e-02, -8.742163448436676e-01
528, 1.186747345856650e+00, 3.028841291497203e-02, 1.199719792269156e+00, 3.438817474302264e+01, 1.879512963461579e+01, 2.528858481129355e+05, 1.008983122178575e+05, 2.929776041966435e+02, 9.519671021233461e-02, -9.169074832232242e-01
529, 1.182373990062612e+00, 2.792759605053532e-02, 1.199532104076210e+00, 3.517372637420586e+01, 1.870540143099825e+01, 2.528501774280629e+05, 1.008754539485796e+05, 2.929570620135682e+02, 9.679147823174405e-02, -9.660275167268739e-01
530, 1.177972695412898e+00, 2.561929224908440e-02, 1.199354183756050e+00, 3.596790726340677e+01, 1.856705333820281e+01, 2.528204814820216e+05, 1.008549745818552e+05, 2.929410373505653e+02, 9.836191714297593e-02, -1.010035537080695e+00
531, 1.173542952691155e+00, 2.336606628828002e-02, 1.199171259469971e+00, 3.675612271558489e+01, 1.838520704138988e+01, 2.527889264280997e+05, 1.008338712923922e+05, 2.929244177575060e+02, 9.988738215040664e-02, -1.055384302241237e+00
532, 1.169084263438536e+00, 2.117067944096437e-02, 1.198990042827017e+00, 3.754287557465837e+01, 1.815679088646269e+01, 2.527539162030157e+05, 1.008114662302303e+05, 2.929035936765177e+02, 1.013771483990151e-01, -1.103530440982672e+00
533, 1.164596148016807e+00, 1.903610681194169e-02, 1.198826720765656e+00, 3.833061891629785e+01, 1.788623945452636e+01, 2.527234448457308e+05, 1.007908937825190e+05, 2.928837168250618e+02, 1.028421097760064e-01, -1.147738482656613e+00
534, 1.160078145223195e+00, 1.696555151665247e-02, 1.198655447529219e+00, 3.911556095687519e+01, 1.756805808677262e+01, 2.526905657804253e+05, 1.007694386063784e+05, 2.928632117961262e+02, 1.042738816407103e-01, -1.193843415538474e+00
535, 1.155529831672067e+00, 1.496246906210839e-02, 1.198493435112743e+00, 3.989939194185466e+01, 1.719181913114724e+01, 2.526593684758712e+05, 1.007487652524296e+05, 2.928427105896712e+02, 1.056681444983732e-01, -1.238268294178806e+00
536, 1.150950829418946e+00, 1.303058656785618e-02, 1.198328953416272e+00, 4.067583633357778e+01, 1.676038837726587e+01, 2.526302010132966e+05, 1.007290582043653e+05, 2.928256163411183e+02, 1.070187277154585e-01, -1.280616682388091e+00
537, 1.146340817740207e+00, 1.117392469000917e-02, 1.198154682677215e+00, 4.145174205772062e+01, 1.627249245512632e+01, 2.526028355958400e+05, 1.007101183922199e+05, 2.928131404006482e+02, 1.083449873730396e-01, -1.321316360733253e+00
538, 1.141699564870487e+00, 9.396827005349566e-03, 1.197996581662399e+00, 4.221703778925141e+01, 1.571795402833571e+01, 2.525731163473958e+05, 1.006904588680085e+05, 2.927946159827781e+02, 1.096202082877114e-01, -1.363562625145774e+00
539, 1.137026930017504e+00, 7.703978538019339e-03, 1.197861135077154e+00, 4.295489170882478e+01, 1.508754333742992e+01, 2.525445767756507e+05, 1.006717544206172e+05, 2.927733271281214e+02, 1.108034004591984e-01, -1.403756529214330e+00
540, 1.132322902087418e+00, 6.100441539824243e-03, 1.197733071168464e+00, 4.366440651138893e+01, 1.438873948523362e+01, 2.525164553288508e+05, 1.006536460273541e+05, 2.927519626000195e+02, 1.119062319122515e-01, -1.442669575209429e+00
541, 1.127587638736834e+00, 4.591684151739094e-03, 1.197615068945968e+00, 4.434311264023716e+01, 1.360528024747184e+01, 2.524915576497224e+05, 1.006373397901601e+05, 2.927333762477518e+02, 1.129171498148546e-01, -1.477709976018061e+00
542, 1.122821477245223e+00, 3.183599144733773e-03, 1.197513999830150e+00, 4.498077268230367e+01, 1.273487277128265e+01, 2.524708314637945e+05, 1.006233352834557e+05, 2.927173430090223e+02, 1.138194433392981e-01, -1.507804198382792e+00
543, 1.118025000634657e+00, 1.882546304551803e-03, 1.197403989449302e+00, 4.557856764193878e+01, 1.177419187628187e+01, 2.524551720144403e+05, 1.006119284952115e+05, 2.927110502874290e+02, 1.146250241279876e-01, -1.532316195066022e+00
544, 1.113199091958954e+00, 6.953832289979730e-04, 1.197330897797104e+00, 4.612056142152511e+01, 1.072147823819202e+01, 2.524442172065246e+05, 1.006031778332612e+05, 2.927034590555148e+02, 1.153045095149155e-01, -1.551120453732913e+00
545, 1.108344977167769e+00, -3.705304394986352e-04, 1.197270353337652e+00, 4.657864603560984e+01, 9.575470249225351e+00, 2.524168814896263e+05, 1.005890167084295e+05, 2.926770570352416e+02, 1.158083374103953e-01, -1.581551232097044e+00
546, 1.103464304377549e+00, -1.307257661602461e-03, 1.197259409300356e+00, 4.694994921296257e+01, 8.328882625671724e+00, 2.524096279799010e+05, 1.005840390979012e+05, 2.926652492200891e+02, 1.161290420117085e-01, -1.592247597291738e+00
547, 1.098559228792499e+00, -2.106327418970850e-03, 1.197242410369315e+00, 4.722283860203815e+01, 6.946088151478118e+00, 2.523928640973948e+05, 1.005765636270762e+05, 2.926476532200450e+02, 1.162510051300727e-01, -1.608311603403307e+00
548, 1.093632512170694e+00, -2.758625988996012e-03, 1.197322922086407e+00, 4.736931300252059e+01, 5.516600443910627e+00, 2.524214301945549e+05, 1.005886771216934e+05, 2.926632189500046e+02, 1.161390314140958e-01, -1.582280968528508e+00
549, 1.088687625352797e+00, -3.254473293811535e-03, 1.197390248879337e+00, 4.744465440631397e+01, 3.938156434506228e+00, 2.524160561434420e+05, 1.005878484193873e+05, 2.926443521210562e+02, 1.159374218920625e-01, -1.584061763239800e+00
550, 1.083728876209836e+00, -3.583529919380373e-03, 1.197734158715260e+00, 4.744494772005845e+01, 2.254145199957585e+00, 2.525075499779172e+05, 1.006262912791526e+05, 2.926721353408934e+02, 1.156324191149809e-01, -1.501452072335899e+00
551, 1.078761557777927e+00, -3.734795084279550e-03, 1.198108853925228e+00, 4.736839998283592e+01, 4.428283970178339e-01, 2.525758356899795e+05, 1.006557503796168e+05, 2.926662605514574e+02, 1.152859122146017e-01, -1.438147541962263e+00
552, 1.073792114781722e+00, -3.696573838706114e-03, 1.198441172388427e+00, 4.710931280958890e+01, -1.401419664965871e+00, 2.526421351030724e+05, 1.006861639511944e+05, 2.926735123211707e+02, 1.146678249481715e-01, -1.372791952845122e+00
553, 1.068828383260705e+00, -3.456396904409025e-03, 1.198615842969503e+00, 4.663532305613463e+01, -3.333327015619234e+00, 2.526825448960919e+05, 1.007082698302746e+05, 2.926951096944535e+02, 1.137325961536076e-01, -1.325288727301399e+00
554, 1.058995720678734e+00, -2.321648338860740e-03, 1.199320045655618e+00, 4.490319961198518e+01, -7.314225234541791e+00, 2.528245742502797e+05, 1.007846682507268e+05, 2.927451598205586e+02, 1.105948467151079e-01, -1.161116500322501e+00
555, 1.054688460428600e+00, -1.515184988774756e-03, 1.199645774633281e+00, 4.374914921823026e+01, -9.204833370589476e+00, 2.528945898446626e+05, 1.008246180735650e+05, 2.927816825036418e+02, 1.086430201055954e-01, -1.075268503152609e+00
556, 1.050886784277755e+00, -6.249776965642548e-04, 1.199941224176811e+00, 4.246142368593519e+01, -1.088992624472033e+01, 2.529610692307134e+05, 1.008641515060296e+05, 2.928243655152626e+02, 1.064914863693448e-01, -9.903152854103874e-01
557, 1.047527593986004e+00, 3.163538061202464e-04, 1.200133191972356e+00, 4.105358333049239e+01, -1.238808169050988e+01, 2.530116124192512e+05, 1.008982021021011e+05, 2.928763650537690e+02, 1.041487418575861e-01, -9.171441104837650e-01
558, 1.044555424936557e+00, 1.284800412152834e-03, 1.200352433032720e+00, 3.959916351703204e+01, -1.375259692913971e+01, 2.530639951718944e+05, 1.009328127791734e+05, 2.929233177662572e+02, 1.017839785221901e-01, -8.427693799779883e-01
559, 1.041921766250732e+00, 2.263166266808126e-03, 1.200560104092875e+00, 3.810974502866141e+01, -1.497291463775198e+01, 2.530944989003200e+05, 1.009585064479908e+05, 2.929472026129343e+02, 9.939845602050486e-02, -7.875563689752058e-01
560, 1.039584390885929e+00, 3.239558520512247e-03, 1.200718506188612e+00, 3.657173934275799e+01, -1.606828704955823e+01, 2.531343731485383e+05, 1.009879614067192e+05, 2.929940131939505e+02, 9.695132434559287e-02, -7.242607387593935e-01
561, 1.037506640824559e+00, 4.206119912879449e-03, 1.200902514133519e+00, 3.502348064785122e+01, -1.708029891266760e+01, 2.531596930796908e+05, 1.010110039486969e+05, 2.930159618151508e+02, 9.455578710751038e-02, -6.747447224681605e-01
562, 1.035656827928002e+00, 5.158191816532072e-03, 1.201069638579633e+00, 3.344073162031220e+01, -1.799763373360118e+01, 2.531980433235067e+05, 1.010390651675320e+05, 2.930565792735373e+02, 9.213392541563764e-02, -6.144440937296527e-01
563, 1.034007630886537e+00, 6.093548646634485e-03, 1.201219559363017e+00, 3.180936865785780e+01, -1.885123776454592e+01, 2.532170780605893e+05, 1.010591950541434e+05, 2.930783817275780e+02, 8.969199871550025e-02, -5.711870696411526e-01
564, 1.032535581849297e+00, 7.011857114178014e-03, 1.201347158481124e+00, 3.014567630817947e+01, -1.964548419696409e+01, 2.532457924163243e+05, 1.010827744665503e+05, 2.931156274878660e+02, 8.726676268590866e-02, -5.205173748648513e-01
