"Time_Iter","Outer_Iter","Inner_Iter",    "Time(sec)"   ,    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,   "Cauchy[CL]"   ,   "Cauchy[CD]"   
          0,           0,          23,      0.6718399635,      -3.429783693,     -0.3054616419,     -0.6031763148,       2.031154132,     0.05239839027,       1.009246807,                 0,                 0,                 0,     0.03632515519,     -0.1236515279,       1.003012965,                 0,       19.26102695,      0.2051707241,      0.2260799969
          0,           0,          24,       0.670828342,      -3.492196563,     -0.3110592383,     -0.6196576502,       1.972388672,     0.04203622214,      0.9897233051,                 0,                 0,                 0,     0.02276143362,     -0.1304660509,      0.9819866976,                 0,       23.54453504,      0.2053679864,      0.2285450539
          0,           0,          25,      0.6706538359,      -3.497039937,     -0.3086244503,     -0.6101978158,       1.968932464,     0.03451655144,      0.9733308645,                 0,                 0,                 0,     0.01421796439,     -0.1350249634,      0.9645375179,                 0,       28.19896032,      0.2055364023,      0.2307236234
          0,           0,          26,      0.6697755267,      -3.492513283,      -0.302133287,     -0.5883736234,       1.972814018,     0.03603121972,      0.9923223276,                 0,                 0,                 0,     0.02033203286,     -0.1368311393,      0.9835034773,                 0,       27.54062547,      0.2057277863,          0.231144
          0,           0,          27,      0.6695248112,      -3.508021534,     -0.2970764964,     -0.5747743159,       1.959745813,       0.040454616,       1.030853489,                 0,                 0,                 0,     0.03052410753,     -0.1391658103,       1.022217379,                 0,       25.48172721,      0.2061015655,      0.2322374219
          0,           0,          28,      0.6687798574,      -3.517016831,     -0.2961105154,     -0.5690348348,       1.951389818,     0.03812133409,       1.045047376,                 0,                 0,                 0,     0.02828467023,     -0.1439283871,       1.035790459,                 0,       27.41371468,       0.206237386,      0.2328494891
          0,           0,          29,      0.6684547384,      -3.527940483,     -0.2984840244,     -0.5721167072,       1.940241067,     0.02931003462,       1.026981395,                 0,                 0,                 0,     0.01604211539,     -0.1494686983,       1.016468874,                 0,       35.03855959,      0.2064132995,       0.235855729
          0,           0,          30,      0.6682845629,      -3.561418052,     -0.3049613356,     -0.5867648203,        1.90902632,     0.02294382054,        1.01193959,                 0,                 0,                 0,    0.009301684697,     -0.1531262133,       1.000550106,                 0,       44.10510392,      0.2065619428,      0.2386304256
          0,           0,          31,      0.6676181867,      -3.599052078,      -0.314732801,     -0.6088893387,       1.872923813,     0.02341019478,       1.023150717,                 0,                 0,                 0,     0.01309958256,     -0.1546137161,       1.011671896,                 0,        43.7053483,      0.2066715173,       0.238829644
          0,           0,          32,      0.6681411376,       -3.62176912,      -0.326399389,      -0.632720116,       1.848074684,     0.02605563094,       1.044455201,                 0,                 0,                 0,     0.01835412696,     -0.1557079549,       1.033112092,                 0,       40.08558468,      0.2068754943,      0.2398449471
          0,           0,          33,      0.6680213934,      -3.642703354,     -0.3399899758,     -0.6562531139,       1.825277104,      0.0251189668,       1.051258193,                 0,                 0,                 0,     0.01683910863,     -0.1578117162,       1.039649082,                 0,       41.85117172,      0.2069402072,      0.2402178383
          0,           0,          34,      0.6677718049,      -3.667186912,     -0.3543963067,     -0.6765952192,       1.800244565,     0.02059030987,       1.042480765,                 0,                 0,                 0,     0.01050352494,     -0.1607473883,       1.030218609,                 0,        50.6296783,      0.2070244047,        0.24241725
          0,           0,          35,      0.6679348258,      -3.685769122,     -0.3679842732,     -0.6908942894,       1.780926467,     0.01634773738,       1.033470979,                 0,                 0,                 0,    0.005758246077,     -0.1633609737,       1.020608988,                 0,       63.21798273,      0.2071115845,      0.2450124547
          0,           0,          36,      0.6672283718,      -3.713730093,     -0.3812720737,     -0.7044386152,       1.754234881,     0.01495407836,       1.034474014,                 0,                 0,                 0,    0.005344032085,     -0.1649076351,       1.021354778,                 0,       69.17671482,      0.2071212806,      0.2459444139
          0,           0,          37,       0.667440902,       -3.74489427,     -0.3949649085,     -0.7208089662,       1.724201622,     0.01514346851,        1.04055561,                 0,                 0,                 0,    0.006272626372,     -0.1657771802,       1.027376868,                 0,       68.71316233,      0.2071797263,      0.2460694778
          0,           0,          38,      0.6663913874,      -3.746388564,     -0.4082012757,     -0.7346153468,       1.719975722,      0.0146067106,       1.042293683,                 0,                 0,                 0,    0.005238308268,     -0.1666075969,       1.028995329,                 0,       71.35718043,      0.2071964017,      0.2464369513
          0,           0,          39,       0.666390967,      -3.776206617,     -0.4224439042,     -0.7500189593,       1.691471277,     0.01304856802,       1.039218967,                 0,                 0,                 0,    0.002810078362,     -0.1676081489,       1.025696756,                 0,       79.64237655,      0.2072259885,      0.2476310613
          0,           0,          40,      0.6658418014,       -3.81593127,     -0.4372553419,     -0.7660836033,       1.654226456,     0.01144466078,       1.036579429,                 0,                 0,                 0,   0.0009289715683,     -0.1687293382,       1.022818803,                 0,       90.57318944,      0.2072514525,      0.2490325072
          0,           0,          41,      0.6656014756,      -3.829776436,     -0.4514442606,     -0.7787569157,        1.63944612,     0.01031693406,       1.036004425,                 0,                 0,                 0,  -0.0001365937665,     -0.1697400838,       1.022056707,                 0,       100.4178586,      0.2072570027,      0.2501255904
          0,           0,          42,      0.6657314789,      -3.853181532,     -0.4656851876,     -0.7927393732,       1.616906556,        0.00949356,       1.035520304,                 0,                 0,                 0,   -0.001222496428,     -0.1704668822,       1.021436963,                 0,       109.0760793,      0.2072616778,      0.2509928878
          0,           0,          43,      0.6651500168,      -3.885312712,     -0.4805751414,     -0.8089432079,       1.586475251,    0.008608699866,       1.033382311,                 0,                 0,                 0,    -0.00286330644,     -0.1709670407,       1.019177796,                 0,       120.0393005,      0.2072823671,      0.2520207552
          0,           0,          44,      0.6652709432,        -3.8959993,     -0.4956690896,     -0.8225285422,       1.574255517,    0.007944134479,       1.031245655,                 0,                 0,                 0,   -0.004197502749,     -0.1712504835,       1.016958201,                 0,       129.8122102,      0.2073030863,      0.2528573037
          0,           0,          45,      0.6644783403,      -3.930964478,     -0.5123661529,     -0.8381731865,       1.540803889,     0.00777507815,       1.031190168,                 0,                 0,                 0,   -0.004577812923,     -0.1714073362,         1.0168742,                 0,       132.6276274,      0.2073036244,      0.2530747373
          0,           0,          46,      0.6645002765,      -3.961905239,     -0.5300395093,     -0.8545158934,       1.510653644,    0.007777625553,       1.032596478,                 0,                 0,                 0,   -0.004626663248,     -0.1716490307,       1.018259588,                 0,       132.7650027,      0.2073172435,      0.2530780126
          0,           0,          47,      0.6641699359,      -3.979350824,     -0.5481558683,     -0.8701481151,       1.491861659,    0.007440852142,       1.032968277,                 0,                 0,                 0,   -0.005317986478,       -0.17204525,       1.018567258,                 0,       138.8239219,      0.2073208429,      0.2535306132
          0,           0,          48,       0.664064209,      -4.008854642,     -0.5672199416,      -0.887352362,       1.462888365,    0.006642709744,       1.030977171,                 0,                 0,                 0,   -0.006869932652,     -0.1724855148,       1.016467805,                 0,       155.2043082,      0.2073401557,      0.2547321445
          0,           0,          49,      0.6641449546,      -4.039163775,     -0.5870928849,     -0.9054769819,        1.43341666,    0.005832666116,       1.028236723,                 0,                 0,                 0,   -0.008463904192,     -0.1728073783,       1.013628329,                 0,       176.2893165,      0.2073668076,      0.2561209496
          0,           0,          50,      0.6637322783,       -4.05919164,     -0.6073262372,     -0.9230853618,       1.412714831,    0.005491264492,       1.026979232,                 0,                 0,                 0,   -0.009269896109,     -0.1729252323,       1.012330658,                 0,       187.0205366,      0.2073790521,      0.2567426673
          0,           0,          51,      0.6638452923,      -4.083407887,     -0.6279909604,     -0.9412036044,       1.388544136,    0.005666431954,       1.027951681,                 0,                 0,                 0,   -0.009265763755,       -0.17292159,       1.013318751,                 0,       181.4107518,      0.2073885122,      0.2570517991
          0,           0,          52,      0.6632803759,      -4.109404913,     -0.6491140161,      -0.959913136,       1.363012602,    0.005885545925,       1.029704879,                 0,                 0,                 0,   -0.009243706808,     -0.1730102446,       1.015083363,                 0,       174.9548627,      0.2074055384,      0.2574240908
          0,           0,          53,      0.6633278609,      -4.130075051,     -0.6705501744,     -0.9784820503,       1.341961939,    0.005654807782,       1.030131555,                 0,                 0,                 0,    -0.00992926375,     -0.1733115687,       1.015463489,                 0,       182.1691549,      0.2074096804,      0.2578321297
          0,           0,          54,      0.6630145225,      -4.151159235,      -0.692334075,     -0.9973260869,       1.320678452,    0.004948679218,       1.028566993,                 0,                 0,                 0,    -0.01131870345,     -0.1737352863,       1.013800078,                 0,       207.8467704,      0.2074248915,      0.2592590328
          0,           0,          55,      0.6630133658,      -4.174447406,     -0.7145159355,      -1.016753733,       1.297898647,    0.004186642299,        1.02634604,                 0,                 0,                 0,    -0.01274463045,     -0.1741000818,       1.011480541,                 0,       245.1477741,      0.2074465309,      0.2610791952
          0,           0,          56,      0.6630941208,      -4.196737322,     -0.7370256546,      -1.036465524,       1.276047551,    0.003750232185,       1.025148319,                 0,                 0,                 0,     -0.0136180167,     -0.1743218798,       1.010225234,                 0,       273.3559601,      0.2074582143,      0.2622428835
          0,           0,          57,       0.662833128,      -4.218337522,     -0.7598237639,      -1.056312486,       1.254493894,    0.003662991895,       1.025403235,                 0,                 0,                 0,    -0.01395636972,     -0.1744520603,       1.010461127,                 0,       279.9359824,      0.2074607003,      0.2624810502
          0,           0,          58,      0.6628883897,      -4.241829915,     -0.7829881072,      -1.076499561,       1.231087095,    0.003614996748,       1.026047212,                 0,                 0,                 0,    -0.01430199126,     -0.1746111517,       1.011086987,                 0,       283.8307428,      0.2074669766,       0.262613817
          0,           0,          59,      0.6623446184,      -4.267365143,      -0.806583367,      -1.097204167,        1.20580014,    0.003285396468,       1.025721394,                 0,                 0,                 0,    -0.01511697833,     -0.1748791669,       1.010708884,                 0,       312.2062752,       0.207470153,      0.2636170454
          0,           0,          60,      0.6623911523,      -4.292106621,     -0.8305287318,      -1.118332723,       1.181097829,    0.002664930702,       1.024179345,                 0,                 0,                 0,    -0.01632244213,     -0.1752224325,        1.00908252,                 0,       384.3174402,      0.2074852095,      0.2659453076
          0,           0,          61,           0.66212,      -4.315731161,     -0.8547433991,      -1.139890495,       1.157443036,    0.002024966334,       1.022329924,                 0,                 0,                 0,    -0.01747299035,     -0.1755315257,       1.007150067,                 0,        504.862677,      0.2075032997,      0.2691056781
          0,           0,          62,      0.6621172064,      -4.341310014,     -0.8792444466,      -1.162130354,       1.132152872,    0.001596239497,       1.021105615,                 0,                 0,                 0,     -0.0182734995,     -0.1757411402,        1.00586991,                 0,       639.6944923,      0.2075152898,      0.2717915334
          0,           0,          63,      0.6621488427,      -4.367313102,     -0.9039423659,      -1.184942709,       1.106214836,    0.001358563826,       1.020563248,                 0,                 0,                 0,    -0.01881921617,     -0.1758810241,       1.005294512,                 0,       751.2074361,      0.2075206042,      0.2735409961
          0,           0,          64,       0.661887111,      -4.391669129,     -0.9287256403,      -1.208125862,       1.081423719,    0.001154315506,        1.02013978,                 0,                 0,                 0,    -0.01935707028,     -0.1760086349,       1.004842009,                 0,        883.761653,      0.2075247552,      0.2753104284
          0,           0,          65,      0.6619437692,      -4.417940075,     -0.9536700961,      -1.231974301,       1.055087064,    0.000867664432,       1.019373048,                 0,                 0,                 0,    -0.02001734149,     -0.1761577896,        1.00403715,                 0,       1174.847108,      0.2075322768,      0.2786141374
          0,           0,          66,      0.6615126926,      -4.445782298,     -0.9787115675,      -1.256476085,       1.027578802,   0.0005021764785,       1.018279868,                 0,                 0,                 0,    -0.02074865912,     -0.1763278962,       1.002897111,                 0,       2027.733102,      0.2075430124,      0.2858922153
          0,           0,          67,       0.661571351,      -4.471341227,      -1.003649849,      -1.281211493,        1.00212537,    0.000145929991,       1.017180486,                 0,                 0,                 0,    -0.02140875113,     -0.1764878248,        1.00175257,                 0,       6970.332001,      0.2075538205,      0.3103043656
          0,           0,          68,      0.6612964109,      -4.497787634,      -1.028511876,      -1.306365865,      0.9759669616,   -0.000121201779,       1.016346378,                 0,                 0,                 0,    -0.02190078554,     -0.1766060568,       1.000884746,                 0,      -8385.573102,      0.2075620275,      0.3323446171
          0,           0,          69,      0.6613099649,      -4.526428245,        -1.0533774,      -1.332190175,      0.9478043754,  -0.0002918962784,       1.015799541,                 0,                 0,                 0,    -0.02224930234,      -0.176679201,       1.000316577,                 0,      -3480.001687,      0.2075674108,      0.3381923964
          0,           0,          70,      0.6613250634,      -4.551697934,      -1.078140993,      -1.358298193,      0.9223353553,  -0.0003981723869,       1.015429015,                 0,                 0,                 0,    -0.02250596565,     -0.1767195213,       0.999933225,                 0,      -2550.224598,      0.2075710597,      0.3408614943
          0,           0,          71,      0.6610894619,       -4.57580584,      -1.102895888,      -1.384688668,      0.8979827088,  -0.0004588988658,       1.015210429,                 0,                 0,                 0,    -0.02266332492,     -0.1767413682,      0.9997074149,                 0,      -2212.274872,      0.2075732128,      0.3421848028
          0,           0,          72,      0.6611177436,      -4.602398324,      -1.127707897,      -1.411456738,      0.8717234586,  -0.0004789310254,       1.015189311,                 0,                 0,                 0,    -0.02270896935,     -0.1767574289,      0.9996831389,                 0,      -2119.698364,      0.2075734209,       0.342603071
          0,           0,          73,      0.6607462264,      -4.627119906,      -1.152385884,      -1.438151604,      0.8470306562,  -0.0004605425299,       1.015369403,                 0,                 0,                 0,    -0.02265510129,     -0.1767705924,      0.9998636882,                 0,       -2204.72451,      0.2075751945,        0.34300235
          0,           0,          74,      0.6607795849,      -4.651099802,      -1.176943442,      -1.464844031,      0.8228353007,   -0.000403559611,       1.015712507,                 0,                 0,                 0,    -0.02250841566,     -0.1767740545,       1.000211474,                 0,      -2516.883452,      0.2075785725,      0.3444143574
          0,           0,          75,      0.6605520533,       -4.67741764,      -1.201488078,      -1.491968732,      0.7965557446,  -0.0002896703718,       1.016244642,                 0,                 0,                 0,    -0.02225073164,     -0.1767542998,       1.000755302,                 0,      -3508.279552,      0.2075838088,      0.3483460415
          0,           0,          76,      0.6605630433,      -4.701839554,      -1.225869181,      -1.519329735,      0.7719062802,  -8.916565942e-05,       1.017084154,                 0,                 0,                 0,    -0.02184427391,     -0.1767026208,       1.001616877,                 0,      -11406.68011,      0.2075920629,      0.3708328053
          0,           0,          77,      0.6605871182,      -4.724788232,      -1.250046325,       -1.54688061,      0.7487220583,    0.000207809174,       1.018345375,                 0,                 0,                 0,    -0.02126000333,     -0.1766291665,       1.002910506,                 0,       4900.386999,      0.2076044479,      0.3851235524
          0,           0,          78,      0.6604117692,      -4.749692938,      -1.273956377,      -1.574788612,      0.7240779925,   0.0005811569017,       1.020030783,                 0,                 0,                 0,    -0.02051841624,     -0.1765541587,        1.00463514,                 0,       1755.172793,       0.207620971,       0.391547768
          0,           0,          79,      0.6604451666,      -4.772905511,      -1.297240031,      -1.602623092,      0.7009238411,   0.0009921024413,       1.022010393,                 0,                 0,                 0,    -0.01968402821,     -0.1764932121,       1.006656035,                 0,       1030.146031,      0.2076403407,      0.3956899365
          0,           0,          80,      0.6601221442,      -4.793684464,      -1.319627784,      -1.630021162,      0.6798789175,    0.001417453622,       1.024164437,                 0,                 0,                 0,    -0.01879435297,     -0.1764483688,       1.008851216,                 0,        722.538234,       0.207661373,      0.3986907484
          0,           0,          81,      0.6601409277,       -4.81301755,      -1.340854895,      -1.656670276,      0.6603774654,    0.001881742269,       1.026555796,                 0,                 0,                 0,    -0.01781373354,     -0.1764063888,       1.011286868,                 0,       545.5347487,      0.2076846679,      0.4011580823
          0,           0,          82,      0.6599283214,      -4.827238687,      -1.360451249,      -1.681666623,      0.6459089453,    0.002421376026,       1.029353198,                 0,                 0,                 0,    -0.01669098505,     -0.1763607172,       1.014135478,                 0,       425.1108409,      0.2077118442,      0.4033867067
          0,           0,          83,      0.6599421253,      -4.835403334,      -1.377926859,      -1.703926699,      0.6374883561,    0.003031517331,       1.032608562,                 0,                 0,                 0,    -0.01543575868,     -0.1763251332,       1.017447335,                 0,       340.6243307,      0.2077433699,      0.4053993665
          0,           0,          84,      0.6599347025,      -4.838126377,      -1.392664088,      -1.722157136,      0.6346566787,    0.003668316638,       1.036198708,                 0,                 0,                 0,    -0.01411518233,     -0.1763214307,       1.021093518,                 0,       282.4725372,      0.2077780171,      0.4071353107
          0,           0,          85,      0.6597714684,      -4.833803718,      -1.403873219,      -1.734647329,      0.6388014394,    0.004291260489,       1.039970799,                 0,                 0,                 0,    -0.01278630088,     -0.1763629674,       1.024916475,                 0,       242.3462294,      0.2078142883,      0.4085869677
          0,           0,          86,      0.6598426647,      -4.823093501,      -1.410936779,      -1.740179734,      0.6493787117,    0.004899835699,       1.043900533,                 0,                 0,                 0,    -0.01144618357,     -0.1764460291,       1.028892186,                 0,       213.0480688,       0.207851933,      0.4098289996
          0,           0,          87,      0.6596459746,      -4.808362132,      -1.413635643,      -1.738677901,      0.6643233049,    0.005521664724,       1.048090804,                 0,                 0,                 0,    -0.01005494139,     -0.1765612799,       1.033126777,                 0,       189.8142782,       0.207891913,      0.4109551618
          0,           0,          88,      0.6596647721,      -4.791176674,      -1.412111557,      -1.730940891,      0.6820639182,    0.006166444503,       1.052606397,                 0,                 0,                 0,   -0.008605203803,     -0.1767104203,       1.037685732,                 0,       170.6990789,      0.2079348122,      0.4120007883
          0,           0,          89,      0.6594975007,      -4.773908808,      -1.406845488,      -1.718432048,      0.7001967622,    0.006807324697,       1.057360157,                 0,                 0,                 0,    -0.00714605427,     -0.1769047583,        1.04247856,                 0,       155.3268287,      0.2079797709,      0.4129422451
          0,           0,          90,      0.6595351471,      -4.758731571,      -1.398560063,      -1.702931877,      0.7165341665,    0.007406355479,       1.062209211,                 0,                 0,                 0,   -0.005731463114,     -0.1771568575,       1.047357967,                 0,       143.4186104,      0.2080254216,      0.4137510515
          0,           0,          91,      0.6595790443,      -4.745591489,      -1.388067701,      -1.686038856,      0.7309724954,    0.007949621738,       1.067098379,                 0,                 0,                 0,   -0.004371280596,     -0.1774708397,       1.052267194,                 0,       134.2325979,       0.208071239,      0.4144344378
          0,           0,          92,      0.6594378313,      -4.733957764,       -1.37628084,      -1.669215969,      0.7439688949,    0.008451229645,       1.072061033,                 0,                 0,                 0,   -0.003043916961,     -0.1778386082,       1.057241557,                 0,       126.8526685,      0.2081175298,      0.4150279703
          0,           0,          93,      0.6594903314,      -4.724012084,      -1.364146833,       -1.65373026,      0.7553641166,    0.008924160545,       1.077126645,                 0,                 0,                 0,   -0.001738200955,     -0.1782524965,       1.062312335,                 0,       120.6978113,      0.2081645587,      0.4155579147
          0,           0,          94,      0.6593507592,      -4.716227554,      -1.352467544,       -1.64035786,      0.7646083611,    0.009361115949,       1.082259641,                 0,                 0,                 0,  -0.0004707472973,     -0.1787135149,       1.067443226,                 0,       115.6122461,      0.2082119872,      0.4160246917
          0,           0,          95,      0.6593796724,      -4.711583246,      -1.341861051,      -1.629555499,       0.770675245,    0.009744936657,       1.087387489,                 0,                 0,                 0,   0.0007333940121,     -0.1792259667,        1.07255982,                 0,       111.5848699,      0.2082591447,      0.4164185585
          0,           0,          96,      0.6593872472,      -4.710258405,      -1.332759832,      -1.621603663,      0.7733424411,     0.01006545647,       1.092467389,                 0,                 0,                 0,    0.001864952269,     -0.1797924317,       1.077618203,                 0,       108.5362986,      0.2083056441,       0.416736994
          0,           0,          97,      0.6593867291,      -4.710894003,      -1.325421492,      -1.616561756,        0.77385082,     0.01032397319,       1.097493492,                 0,                 0,                 0,    0.002928864028,     -0.1804106161,       1.082612839,                 0,       106.3053412,      0.2083514403,      0.4169873983
          0,           0,          98,      0.6594427217,       -4.71255401,       -1.32004194,      -1.614462511,      0.7731393277,     0.01052703158,       1.102462178,                 0,                 0,                 0,    0.003930074866,     -0.1810734459,         1.0875413,                 0,       104.7267855,      0.2083965092,      0.4171802906
          0,           0,          99,      0.6593272887,      -4.715396883,      -1.316771211,      -1.615326917,      0.7710853306,     0.01067980918,       1.107366028,                 0,                 0,                 0,    0.004870977681,      -0.181774534,        1.09239718,                 0,       103.6878103,      0.2084407932,      0.4173233434
          0,           0,         100,      0.6594486714,      -4.720091913,      -1.315664301,      -1.619098295,      0.7669619928,     0.01078378272,        1.11220007,                 0,                 0,                 0,    0.005753923931,     -0.1825115625,       1.097175836,                 0,       103.1363575,      0.2084842569,      0.4174197599
          0,           0,         101,      0.6615185204,      -4.727202386,      -1.316693887,      -1.625756903,      0.7601662278,     0.01083654401,       1.116953218,                 0,                 0,                 0,    0.006577768788,     -0.1832849782,       1.101865935,                 0,       103.0728262,      0.1994767952,      0.4002673046
          0,           0,         102,       0.661568398,      -4.736008338,      -1.319753164,      -1.635252088,      0.7513506612,     0.01083386853,       1.121597687,                 0,                 0,                 0,    0.007335609949,     -0.1840941167,        1.10643938,                 0,       103.5269797,      0.1890427347,      0.3844041438
          0,           0,         103,      0.6613747762,      -4.745486686,      -1.324709354,      -1.647551664,      0.7415336456,      0.0107756659,       1.126097725,                 0,                 0,                 0,    0.008022655376,     -0.1849328584,       1.110860945,                 0,       104.5037713,      0.1456218858,      0.2565155738
          0,           0,         104,      0.6613904478,      -4.755494832,      -1.331424564,      -1.662656697,      0.7309298476,     0.01067073991,       1.130438414,                 0,                 0,                 0,    0.008645837109,     -0.1857899432,       1.115117469,                 0,       105.9381471,      0.1239476515,      0.2484404293
          0,           0,         105,      0.6612523647,      -4.766275728,      -1.339703527,      -1.680447153,      0.7192714849,     0.01053163139,       1.134627635,                 0,                 0,                 0,    0.009217952139,     -0.1866543889,        1.11921889,                 0,        107.735221,     0.02556416826,      0.2381812766
