"Time_Iter","Outer_Iter","Inner_Iter",    "Time(sec)"   ,    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,   "Cauchy[CL]"   ,   "Cauchy[CD]"   
          0,           0,         125,      0.6605300404,      -5.059145191,      -1.540816257,       -2.00711997,      0.4176377528,    0.005479304135,       1.182542287,                 0,                 0,                 0,     0.01307486955,     -0.1999502519,       1.165528283,                 0,       215.8197934,    0.003560235196,      0.1936780355
          0,           0,         126,      0.6604394299,      -5.069721624,      -1.549853674,      -2.016713603,      0.4072776521,    0.005274875842,       1.183717999,                 0,                 0,                 0,     0.01309262666,     -0.2003557348,       1.166650635,                 0,       224.4067983,    0.003378783552,      0.1936452098
          0,           0,         127,      0.6604490508,       -5.08027069,      -1.559046703,      -2.026428457,      0.3969652861,    0.005078860455,       1.184828187,                 0,                 0,                 0,      0.0131040174,     -0.2007415545,        1.16770992,                 0,       233.2862259,    0.003014374367,      0.1929377315
          0,           0,         128,      0.6604083001,      -5.090958311,      -1.568443151,      -2.036360042,      0.3865060218,    0.004891660217,       1.185879436,                 0,                 0,                 0,     0.01311049114,     -0.2011084581,       1.168712691,                 0,       242.4288245,    0.002887418574,       0.192708357
          0,           0,         129,      0.6604279308,      -5.101919028,      -1.578092298,      -2.046579771,      0.3757410064,    0.004713205688,       1.186877505,                 0,                 0,                 0,     0.01311303006,     -0.2014575144,       1.169664608,                 0,        251.819586,    0.002719914345,      0.1900807437
          0,           0,         130,      0.6603939166,      -5.113282457,      -1.588037437,      -2.057149076,      0.3645420918,     0.00454278014,       1.187826119,                 0,                 0,                 0,     0.01311175334,     -0.2017900758,       1.170569216,                 0,       261.4755903,    0.002579257166,      0.1876812041
          0,           0,         131,       0.660363031,      -5.125125652,      -1.598310485,        -2.0681298,      0.3528478281,    0.004379350361,       1.188727121,                 0,                 0,                 0,     0.01310622568,     -0.2021074802,       1.171428152,                 0,       271.4391459,    0.002477262183,      0.1878551684
          0,           0,         132,      0.6604350185,      -5.137458817,       -1.60893305,      -2.079583395,       0.340658834,    0.004222208038,       1.189582277,                 0,                 0,                 0,     0.01309637749,     -0.2024107314,       1.172243028,                 0,       281.7441174,    0.002280473889,      0.1872120457
          0,           0,         133,      0.6602855029,      -5.150251359,      -1.619920931,      -2.091560717,      0.3280025897,    0.004071330723,       1.190395072,                 0,                 0,                 0,     0.01308310119,     -0.2027004569,       1.173017275,                 0,       292.3847638,    0.002222588969,      0.1872097393
          0,           0,         134,      0.6602655649,      -5.163446111,      -1.631286352,      -2.104088887,      0.3149206492,    0.003927092866,       1.191170518,                 0,                 0,                 0,     0.01306783472,     -0.2029771582,       1.173755893,                 0,       303.3211992,     0.00214490141,      0.1853776167
          0,           0,         135,       0.660181925,      -5.176984758,      -1.643036968,      -2.117170487,      0.3014568193,    0.003789598971,       1.191913013,                 0,                 0,                 0,     0.01305155537,     -0.2032414962,       1.174463233,                 0,        314.522202,    0.002063950991,      0.1831452311
          0,           0,         136,      0.6601571793,      -5.190828873,      -1.655173572,      -2.130794919,      0.2876486023,    0.003658318305,       1.192624593,                 0,                 0,                 0,     0.01303425762,      -0.203494347,       1.175141206,                 0,       326.0035059,    0.002060221413,      0.1825721272
          0,           0,         137,      0.6601914153,       -5.20494929,      -1.667688789,      -2.144948374,      0.2735360193,    0.003532390712,       1.193305465,                 0,                 0,                 0,     0.01301544425,     -0.2037365937,       1.175789867,                 0,       337.8180848,    0.002007481521,      0.1828035572
          0,           0,         138,      0.6600782762,      -5.219315768,       -1.68056833,      -2.159617269,       0.259162442,    0.003411257639,        1.19395613,                 0,                 0,                 0,     0.01299506228,     -0.2039688733,       1.176409613,                 0,       350.0046777,     0.00199625571,      0.1827911817
          0,           0,         139,      0.6601350097,      -5.233900971,      -1.693794256,      -2.174786433,       0.244562871,    0.003294963217,       1.194578814,                 0,                 0,                 0,     0.01297389389,     -0.2041915287,       1.177002642,                 0,       362.5469345,    0.001971881488,      0.1819500178
          0,           0,         140,      0.6599884314,      -5.248684395,       -1.70734783,      -2.190434538,       0.229757437,    0.003183864797,       1.195176872,                 0,                 0,                 0,     0.01295306982,      -0.204404791,       1.177572322,                 0,       375.3855606,    0.001951421493,      0.1808975139
          0,           0,         141,      0.6599708455,      -5.263658874,      -1.721210627,      -2.206532203,      0.2147493885,    0.003078111744,       1.195753032,                 0,                 0,                 0,     0.01293330339,     -0.2046089867,       1.178121365,                 0,       388.4696631,    0.001950689674,      0.1801479954
          0,           0,         142,      0.6598751103,      -5.278837003,      -1.735364103,      -2.223045884,      0.1995263618,    0.002977428166,       1.196308403,                 0,                 0,                 0,     0.01291464574,     -0.2048045798,       1.178650815,                 0,       401.7925325,    0.001950656893,      0.1796188541
          0,           0,         143,      0.6598407126,      -5.294242899,      -1.749788615,      -2.239944069,      0.1840715237,    0.002881355738,       1.196843147,                 0,                 0,                 0,      0.0128969142,       -0.20499205,       1.179160753,                 0,       415.3750027,    0.001934435574,      0.1789244147
          0,           0,         144,      0.6598850148,      -5.309896148,       -1.76446322,      -2.257201091,       0.168375905,    0.002789645154,       1.197357885,                 0,                 0,                 0,     0.01288024976,     -0.2051717507,       1.179651746,                 0,       429.2151221,    0.001918015354,      0.1784166197
          0,           0,         145,      0.6597642286,       -5.32580524,      -1.779366967,      -2.274796588,      0.1524390891,    0.002702390151,       1.197854343,                 0,                 0,                 0,     0.01286523963,      -0.205343889,       1.180125509,                 0,       443.2573668,    0.001921621816,       0.178522067
          0,           0,         146,      0.6598193123,      -5.341969212,        -1.7944807,      -2.292710641,       0.136263536,    0.002619828484,         1.1983348,                 0,                 0,                 0,     0.01285258567,     -0.2055086268,        1.18058433,                 0,       457.4096385,    0.001912012021,      0.1788339332
          0,           0,         147,      0.6596797446,      -5.358380886,      -1.809787989,      -2.310918121,      0.1198520884,     0.00254206515,       1.198801152,                 0,                 0,                 0,     0.01284273264,     -0.2056661899,       1.181030093,                 0,       471.5855341,    0.001912302846,      0.1786872387
          0,           0,         148,      0.6597233581,      -5.375031253,      -1.825274722,      -2.329387459,       0.103209299,    0.002468980292,        1.19925455,                 0,                 0,                 0,       0.012835799,     -0.2058168962,       1.181463912,                 0,       485.7286847,    0.001896770704,      0.1777817197
          0,           0,         149,      0.6596767651,      -5.391907993,      -1.840927959,      -2.348084141,     0.08634784242,     0.00240034879,       1.199695791,                 0,                 0,                 0,     0.01283178392,     -0.2059611058,       1.181886533,                 0,       499.8006107,    0.001873796737,      0.1766788377
          0,           0,         150,      0.6596599049,      -5.408986168,       -1.85673522,      -2.366974238,     0.06929684606,    0.002336008684,        1.20012588,                 0,                 0,                 0,     0.01283078642,     -0.2060991526,       1.182298915,                 0,       513.7506073,    0.001865135874,      0.1763325475
          0,           0,         151,       0.659754882,      -5.426224487,       -1.87268497,      -2.386024472,     0.05210075363,    0.002275923529,       1.200546214,                 0,                 0,                 0,     0.01283304937,     -0.2062313152,        1.18270243,                 0,       527.4984853,    0.001859176998,      0.1762874191
          0,           0,         152,      0.6596433171,      -5.443571207,       -1.88876783,      -2.405198465,     0.03480942567,    0.002220120867,       1.200958375,                 0,                 0,                 0,     0.01283885571,     -0.2063578411,       1.183098639,                 0,       540.9427896,    0.001845582708,       0.176166477
          0,           0,         153,      0.6597299257,      -5.460972201,      -1.904977271,      -2.424451818,     0.01747021407,    0.002168590857,       1.201363833,                 0,                 0,                 0,     0.01284840768,     -0.2064789952,       1.183488989,                 0,       553.9836292,    0.001844815738,       0.175996058
          0,           0,         154,       0.659529934,      -5.478379315,      -1.921309164,      -2.443730689,   0.0001242711599,    0.002121229607,       1.201763801,                 0,                 0,                 0,     0.01286177649,     -0.2065950907,       1.183874656,                 0,       566.5411218,    0.001832932829,      0.1747924275
          0,           0,         155,      0.6595432476,      -5.495754009,      -1.937760565,      -2.462975118,     -0.0171923631,    0.002077850771,       1.202159275,                 0,                 0,                 0,     0.01287892796,     -0.2067064837,       1.184256589,                 0,       578.5590051,     0.00181458311,      0.1731810328
          0,           0,         156,      0.6594531977,       -5.51306216,      -1.954328561,      -2.482123562,    -0.03444346132,    0.002038240355,       1.202551159,                 0,                 0,                 0,     0.01289978989,     -0.2068135424,       1.184635641,                 0,       589.9947745,    0.001806158493,      0.1722116809
          0,           0,         157,      0.6594407373,      -5.530269532,      -1.971009932,      -2.501115202,    -0.05159146037,    0.002002213695,       1.202940395,                 0,                 0,                 0,     0.01292431854,     -0.2069166118,       1.185012708,                 0,       600.8051976,    0.001806908195,      0.1721534483
          0,           0,         158,       0.659547624,      -5.547344666,      -1.987801509,       -2.51988908,    -0.06860333506,    0.001969636558,       1.203328023,                 0,                 0,                 0,     0.01295252461,     -0.2070160049,        1.18538879,                 0,       610.9391186,    0.001803853202,      0.1721860782
          0,           0,         159,       0.659441392,      -5.564264268,      -2.004700358,      -2.538381425,    -0.08545635228,    0.001940398131,       1.203715145,                 0,                 0,                 0,     0.01298444103,     -0.2071120223,       1.185764954,                 0,       620.3444159,    0.001803892785,      0.1713335325
          0,           0,         160,      0.6595413641,      -5.581016539,      -2.021703191,      -2.556524054,     -0.1021390422,    0.001914359866,       1.204102806,                 0,                 0,                 0,     0.01302005802,     -0.2072049815,       1.186142204,                 0,        628.984564,    0.001792055856,      0.1691412857
          0,           0,         161,      0.6593767084,      -5.597598814,      -2.038805048,      -2.574245234,     -0.1186460815,    0.001891322974,       1.204491886,                 0,                 0,                 0,     0.01305928249,     -0.2072952314,       1.186521372,                 0,       636.8515067,    0.001777195834,      0.1661027184
          0,           0,         162,      0.6594147719,       -5.61400789,       -2.05599789,      -2.591471347,     -0.1349682924,    0.001871043202,       1.204883108,                 0,                 0,                 0,     0.01310196192,     -0.2073831381,       1.186903129,                 0,       643.9632747,     0.00176845277,      0.1635252506
          0,           0,         163,      0.6593418608,      -5.630230022,      -2.073269697,      -2.608127404,     -0.1510846617,    0.001853281033,       1.205277153,                 0,                 0,                 0,     0.01314795334,     -0.2074690557,       1.187288104,                 0,       650.3477518,    0.001766407725,      0.1618716296
          0,           0,         164,      0.6593363796,      -5.646238359,      -2.090604361,      -2.624136307,     -0.1669620715,    0.001837842487,        1.20567477,                 0,                 0,                 0,     0.01319717331,     -0.2075533052,       1.187676999,                 0,       656.0272596,    0.001765554518,      0.1601862009
          0,           0,         165,      0.6593775862,      -5.661996581,      -2.107981869,      -2.639417884,     -0.1825600126,    0.001824575708,       1.206076766,                 0,                 0,                 0,     0.01324958389,     -0.2076361762,       1.188070584,                 0,       661.0176606,    0.001761366007,      0.1569552036
          0,           0,         166,       0.659276371,      -5.677463828,       -2.12537821,      -2.653889295,     -0.1978349822,    0.001813329775,       1.206483892,                 0,                 0,                 0,     0.01330513076,      -0.207717948,       1.188469572,                 0,       665.3416871,    0.001754004934,      0.1497391438
          0,           0,         167,       0.659338018,      -5.692596708,      -2.142764752,      -2.667467607,     -0.2127410309,    0.001803915858,       1.206896714,                 0,                 0,                 0,      0.0133636927,     -0.2077989047,       1.188874488,                 0,       669.0426878,    0.001746617329,      0.1253791795
          0,           0,         168,      0.6591592601,      -5.707347048,      -2.160107533,      -2.680074608,     -0.2272265513,    0.001796105816,       1.207315584,                 0,                 0,                 0,     0.01342508586,     -0.2078793321,       1.189285638,                 0,       672.1851093,    0.001741879828,      0.1033824111
          0,           0,         169,      0.6591874724,      -5.721659551,      -2.177367064,       -2.69164369,     -0.2412322866,    0.001789665546,         1.2077407,                 0,                 0,                 0,     0.01348910933,     -0.2079594951,       1.189703177,                 0,       674.8415661,    0.001740016446,     0.09757061776
          0,           0,         170,      0.6591059165,      -5.735476012,      -2.194499295,       -2.70212869,     -0.2546967594,    0.001784388092,       1.208172177,                 0,                 0,                 0,     0.01355558073,     -0.2080396177,       1.190127183,                 0,       677.0792646,    0.001739938809,     0.09493109556
          0,           0,         171,       0.659112464,      -5.748747411,      -2.211457557,      -2.711513339,     -0.2675695467,    0.001780095377,       1.208610045,                 0,                 0,                 0,     0.01362432626,     -0.2081198801,       1.190557653,                 0,       678.9580269,    0.001741408603,      0.0936319021
          0,           0,         172,      0.6591545637,      -5.761446769,      -2.228194714,      -2.719818249,     -0.2798246403,    0.001776609972,       1.209054176,                 0,                 0,                 0,      0.0136951393,     -0.2082004351,       1.190994431,                 0,       680.5400143,    0.001744873954,     0.09323325224
          0,           0,         173,      0.6590654063,      -5.773574443,        -2.2446647,      -2.727102919,     -0.2914652672,    0.001773727465,       1.209504235,                 0,                 0,                 0,     0.01376775224,     -0.2082814257,       1.191437152,                 0,       681.8997047,    0.001746821312,     0.09285022437
          0,           0,         174,      0.6591097041,      -5.785153191,      -2.260823496,      -2.733463293,     -0.3025179378,    0.001771216604,       1.209959694,                 0,                 0,                 0,      0.0138418486,     -0.2083629881,       1.191885256,                 0,       683.1235047,    0.001747207606,     0.09145239281
          0,           0,         175,      0.6589437192,      -5.796219012,      -2.276630419,      -2.739027621,     -0.3130227798,    0.001768844901,         1.2104199,                 0,                 0,                 0,     0.01391709975,     -0.2084452377,       1.192338059,                 0,       684.2996236,    0.001745773349,     0.08753411692
          0,           0,         176,      0.6589858198,      -5.806817804,      -2.292050467,      -2.743952399,     -0.3230306644,     0.00176640394,       1.210884126,                 0,                 0,                 0,     0.01399319073,     -0.2085282535,       1.192794808,                 0,       685.5080527,    0.001741353022,     0.06506117192
          0,           0,         177,      0.6589158539,      -5.817009876,      -2.307057193,      -2.748416445,     -0.3326087698,    0.001763713096,       1.211351585,                 0,                 0,                 0,     0.01406981799,     -0.2086120769,       1.193254698,                 0,       686.8189546,     0.00173282701,      0.0507856816
          0,           0,         178,      0.6589328369,      -5.826873068,      -2.321634521,      -2.752610059,     -0.3418443883,    0.001760604111,       1.211821428,                 0,                 0,                 0,     0.01414667324,      -0.208696726,       1.193716863,                 0,       688.2986472,    0.001720181062,     0.04437912456
          0,           0,         179,       0.658959803,      -5.836495566,      -2.335776338,      -2.756720471,     -0.3508371247,    0.001756907052,       1.212292745,                 0,                 0,                 0,     0.01422343748,     -0.2087822103,       1.194180378,                 0,       690.0152992,    0.001704699119,     0.04025799914
          0,           0,         180,      0.6588894011,      -5.845960798,      -2.349484623,      -2.760919638,     -0.3596820603,    0.001752453051,       1.212764595,                 0,                 0,                 0,     0.01429979285,     -0.2088685326,       1.194644286,                 0,       692.0382801,    0.001687557608,     0.03728260297
          0,           0,         181,      0.6589229968,      -5.855335885,      -2.362767964,      -2.765359325,     -0.3684568274,    0.001747090915,       1.213236028,                 0,                 0,                 0,     0.01437544118,     -0.2089556767,       1.195107626,                 0,       694.4321086,    0.001668148378,     0.03484596088
          0,           0,         182,      0.6587882585,       -5.86467291,      -2.375641266,      -2.770172021,     -0.3772228825,    0.001740701683,       1.213706104,                 0,                 0,                 0,     0.01445011538,     -0.2090435966,       1.195569451,                 0,       697.2510659,    0.001644845125,     0.03265404145
          0,           0,         183,      0.6588199643,      -5.874018819,      -2.388125449,      -2.775471698,     -0.3860363576,    0.001733199205,       1.214173912,                 0,                 0,                 0,     0.01452357889,     -0.2091322191,       1.196028849,                 0,        700.539158,    0.001617172387,     0.03068466853
          0,           0,         184,      0.6587410084,      -5.883420934,      -2.400245499,      -2.781351101,     -0.3949540675,    0.001724518709,       1.214638576,                 0,                 0,                 0,     0.01459561742,     -0.2092214559,       1.196484946,                 0,       704.3348211,     0.00158635065,     0.02899906007
          0,           0,         185,      0.6587609304,      -5.892922317,      -2.412027114,      -2.787878777,     -0.4040279395,    0.001714605829,       1.215099251,                 0,                 0,                 0,     0.01466603084,     -0.2093112136,       1.196936902,                 0,       708.6755631,    0.001553870783,     0.02760521736
          0,           0,         186,      0.6587780294,      -5.902553466,      -2.423493995,      -2.795101047,     -0.4132950682,    0.001703417036,       1.215555102,                 0,                 0,                 0,     0.01473463246,     -0.2094013901,       1.197383884,                 0,       713.5980657,    0.001519976207,     0.02642886989
          0,           0,         187,      0.6587023794,      -5.912331013,      -2.434667358,       -2.80304902,     -0.4227758546,     0.00169093036,       1.216005298,                 0,                 0,                 0,     0.01480125666,     -0.2094918627,       1.197825072,                 0,       719.1338729,    0.001483698425,     0.02537655268
          0,           0,         188,      0.6587294843,      -5.922265433,      -2.445566809,      -2.811745378,     -0.4324828576,    0.001677154733,       1.216449031,                 0,                 0,                 0,     0.01486576735,     -0.2095824825,       1.198259672,                 0,       725.3051894,    0.001444447038,     0.02441306306
          0,           0,         189,      0.6586340234,      -5.932369203,      -2.456210627,      -2.821205969,     -0.4424306053,    0.001662127328,       1.216885535,                 0,                 0,                 0,     0.01492805691,     -0.2096730798,       1.198686935,                 0,       732.1253402,    0.001403075338,     0.02356201696
          0,           0,         190,      0.6586640546,      -5.942656634,      -2.466614501,      -2.831437215,      -0.452635796,     0.00164590095,       1.217314084,                 0,                 0,                 0,     0.01498803443,     -0.2097634764,       1.199106156,                 0,       739.6034885,    0.001360945135,     0.02285179715
          0,           0,         191,      0.6585716216,      -5.953136985,      -2.476790219,      -2.842434359,     -0.4631091111,    0.001628534656,       1.217733965,                 0,                 0,                 0,     0.01504561567,     -0.2098534904,       1.199516642,                 0,       747.7482661,    0.001318575785,     0.02227504839
          0,           0,         192,      0.6585840265,      -5.963808751,      -2.486745743,      -2.854183029,     -0.4738480935,    0.001610096721,       1.218144478,                 0,                 0,                 0,     0.01510072697,      -0.209942933,       1.199917717,                 0,       756.5660263,    0.001275654993,     0.02179603039
          0,           0,         193,       0.658641846,      -5.974660207,      -2.496486505,      -2.866661409,     -0.4848378566,    0.001590674166,        1.21854497,                 0,                 0,                 0,     0.01515331921,     -0.2100316052,       1.200308752,                 0,       766.0556741,    0.001231912694,     0.02138818865
          0,           0,         194,      0.6585710928,      -5.985673903,      -2.506016353,      -2.879839103,     -0.4960569351,    0.001570374686,       1.218934881,                 0,                 0,                 0,     0.01520337486,     -0.2101193036,       1.200689214,                 0,       776.2063997,    0.001187682968,      0.0210506768
          0,           0,         195,      0.6586014122,      -5.996829035,      -2.515337192,      -2.893672603,     -0.5074805421,     0.00154931579,       1.219313757,                 0,                 0,                 0,     0.01525090022,     -0.2102058338,       1.201058678,                 0,       787.0014396,    0.001143632757,     0.02079273384
          0,           0,         196,      0.6585340297,      -6.008099648,       -2.52444801,      -2.908101208,     -0.5190780063,    0.001527611129,       1.219681244,                 0,                 0,                 0,     0.01529591318,     -0.2102910221,       1.201416812,                 0,       798.4239058,    0.001100146404,     0.02061638076
          0,           0,         197,      0.6585421886,      -6.019451372,      -2.533344654,       -2.92304693,     -0.5308079924,    0.001505366541,       1.220037076,                 0,                 0,                 0,     0.01533844192,     -0.2103747184,       1.201763376,                 0,       810.4584787,    0.001057266768,     0.02051374505
          0,           0,         198,      0.6584952063,      -6.030840627,      -2.542020941,      -2.938418147,     -0.5426173509,    0.001482685813,       1.220381096,                 0,                 0,                 0,     0.01537853371,     -0.2104567929,       1.202098231,                 0,       823.0881317,    0.001015016732,     0.02047382326
          0,           0,         199,      0.6584980751,      -6.042218037,      -2.550470506,      -2.954114153,     -0.5544460113,    0.001459675103,       1.220713267,                 0,                 0,                 0,     0.01541625997,      -0.210537135,        1.20242136,                 0,       836.2910795,   0.0009734539419,      0.0204884132
          0,           0,         200,      0.6585548628,      -6.053533607,      -2.558688443,      -2.970028575,     -0.5662341425,     0.00143643861,       1.221033667,                 0,                 0,                 0,     0.01545170928,     -0.2106156552,       1.202732857,                 0,       850.0423606,   0.0009326141687,     0.02055376123
          0,           0,         201,      0.6593321386,      -6.064740267,      -2.566672308,      -2.986052209,     -0.5779264462,    0.001413070011,       1.221342452,                 0,                 0,                 0,     0.01548497515,     -0.2106922888,       1.203032893,                 0,       864.3184289,   0.0008925878264,      0.0206704476
          0,           0,         202,      0.6594007068,      -6.075794759,      -2.574422828,      -3.002077051,     -0.5894722217,    0.001389648843,       1.221639833,                 0,                 0,                 0,     0.01551615012,     -0.2107669938,       1.203321689,                 0,       879.0996652,    0.000853612697,     0.02083651824
          0,           0,         203,      0.6593226094,      -6.086657605,      -2.581944703,      -3.018001821,     -0.6008243877,    0.001366244382,       1.221926062,                 0,                 0,                 0,     0.01554532816,     -0.2108397459,       1.203599505,                 0,       894.3685907,   0.0008159938015,      0.0209538103
          0,           0,         204,      0.6593601685,      -6.097294535,      -2.589247513,       -3.03373728,     -0.6119411904,    0.001342921345,       1.222201431,                 0,                 0,                 0,     0.01557260848,      -0.210910532,       1.203866641,                 0,       910.1064898,   0.0007798485738,     0.02102915362
          0,           0,         205,      0.6592211819,      -6.107679653,      -2.596346283,      -3.049209343,     -0.6227907091,    0.001319741496,       1.222466265,                 0,                 0,                 0,     0.01559809435,     -0.2109793474,       1.204123426,                 0,        926.292208,   0.0007450934137,     0.02107270653
          0,           0,         206,      0.6592512113,      -6.117798501,       -2.60326126,       -3.06435969,     -0.6333548227,    0.001296760868,       1.222720903,                 0,                 0,                 0,     0.01562188799,     -0.2110461965,       1.204370206,                 0,       942.9039183,   0.0007117663847,     0.02108721079
          0,           0,         207,      0.6591876691,        -6.1276487,      -2.610016936,      -3.079145113,     -0.6436293313,    0.001274026894,       1.222965695,                 0,                 0,                 0,     0.01564408639,     -0.2111110927,       1.204607331,                 0,       959.9214122,   0.0006801802586,     0.02106646147
          0,           0,         208,      0.6592045001,      -6.137238299,      -2.616640793,      -3.093537145,     -0.6536208859,    0.001251578735,       1.223200984,                 0,                 0,                 0,     0.01566478101,     -0.2111740573,       1.204835147,                 0,       977.3264354,   0.0006506600639,      0.0210072507
          0,           0,         209,      0.6592243004,       -6.14658344,      -2.623162229,      -3.107522008,      -0.663343894,     0.00122945018,       1.223427111,                 0,                 0,                 0,     0.01568406025,     -0.2112351162,       1.205053996,                 0,       995.1010057,   0.0006231802434,     0.02091758022
          0,           0,         210,      0.6591562994,      -6.155706872,      -2.629611857,      -3.121099946,     -0.6728195566,    0.001207672504,       1.223644417,                 0,                 0,                 0,     0.01570201175,      -0.211294298,       1.205264219,                 0,       1013.225368,   0.0005974065802,     0.02081026565
          0,           0,         211,      0.6591718957,      -6.164637095,      -2.636020885,      -3.134283195,     -0.6820760366,     0.00118627509,       1.223853245,                 0,                 0,                 0,     0.01571872231,     -0.2113516328,       1.205466159,                 0,       1031.677437,   0.0005731041213,     0.02069100743
          0,           0,         212,      0.6590619063,      -6.173407187,      -2.642420357,      -3.147093133,     -0.6911475586,    0.001165283966,        1.22405393,                 0,                 0,                 0,     0.01573427596,     -0.2114071537,        1.20566015,                 0,       1050.434028,   0.0005503255098,     0.02055562904
          0,           0,         213,      0.6590678657,      -6.182052865,      -2.648840258,      -3.159557466,     -0.7000716697,    0.001144720172,       1.224246804,                 0,                 0,                 0,     0.01574875206,     -0.2114608972,       1.205846523,                 0,       1069.472553,   0.0005291874292,     0.02039920746
          0,           0,         214,      0.6589811758,      -6.190610208,      -2.655308795,      -3.171708344,      -0.708885954,     0.00112460021,       1.224432184,                 0,                 0,                 0,     0.01576222515,     -0.2115129025,       1.206025593,                 0,        1088.77108,   0.0005096074057,     0.02022464197
          0,           0,         215,       0.658984626,      -6.199113823,      -2.661851985,      -3.183580939,     -0.7176259737,    0.001104937725,       1.224610381,                 0,                 0,                 0,     0.01577476668,     -0.2115632098,       1.206197668,                 0,        1108.30715,   0.0004913276505,     0.02004042629
          0,           0,         216,      0.6589949173,      -6.207595823,      -2.668493583,      -3.195212139,     -0.7263248006,    0.001085745228,       1.224781697,                 0,                 0,                 0,     0.01578644684,     -0.2116118595,       1.206363049,                 0,       1128.056256,   0.0004741329837,     0.01985224577
          0,           0,         217,      0.6589324115,      -6.216085491,        -2.6752551,       -3.20663873,     -0.7350132196,    0.001067034408,       1.224946433,                 0,                 0,                 0,     0.01579733464,      -0.211658892,       1.206522033,                 0,       1147.991502,   0.0004579738879,     0.01965912185
          0,           0,         218,      0.6589600584,      -6.224609189,      -2.682155762,      -3.217895814,      -0.743719562,    0.001048815052,        1.22510488,                 0,                 0,                 0,     0.01580749637,     -0.2117043486,       1.206674909,                 0,       1168.084761,   0.0004428853285,     0.01945710307
          0,           0,         219,      0.6588978481,      -6.233190352,      -2.689212409,      -3.229015614,     -0.7524691022,       0.001031094,       1.225257321,                 0,                 0,                 0,     0.01581699415,     -0.2117482715,       1.206821956,                 0,       1188.308069,   0.0004288465756,     0.01924494401
          0,           0,         220,      0.6588976579,      -6.241849323,      -2.696439461,      -3.240027113,     -0.7612833737,    0.001013875362,       1.225404027,                 0,                 0,                 0,     0.01582588603,     -0.2117907039,       1.206963444,                 0,       1208.633795,   0.0004157493091,     0.01902567743
          0,           0,         221,      0.6588371744,      -6.250603251,      -2.703849038,      -3.250956038,     -0.7701801014,   0.0009971617078,       1.225545261,                 0,                 0,                 0,     0.01583422737,     -0.2118316886,        1.20709963,                 0,       1229.033617,   0.0004034664409,     0.01880355516
          0,           0,         222,       0.658841973,      -6.259466219,      -2.711451205,      -3.261824909,     -0.7791737366,   0.0009809551065,       1.225681277,                 0,                 0,                 0,     0.01584207209,      -0.211871268,       1.207230765,                 0,       1249.477442,   0.0003919151154,     0.01858063686
          0,           0,         223,      0.6588705177,      -6.268449788,      -2.719254235,      -3.272652929,     -0.7882763397,   0.0009652571165,       1.225812327,                 0,                 0,                 0,     0.01584947234,      -0.211909484,       1.207357098,                 0,       1269.933477,    0.000381058368,     0.01835634373
          0,           0,         224,      0.6588171922,      -6.277563483,      -2.727264799,      -3.283455814,     -0.7974980526,   0.0009500679471,       1.225938652,                 0,                 0,                 0,     0.01585647732,     -0.2119463785,       1.207478867,                 0,       1290.369447,   0.0003708704995,     0.01812921705
          0,           0,         225,      0.6588396902,       -6.28681532,      -2.735488086,      -3.294245935,     -0.8068473499,   0.0009353858372,       1.226060485,                 0,                 0,                 0,      0.0158631325,     -0.2119819938,         1.2075963,                 0,       1310.753741,   0.0003613140243,     0.01789856221
          0,           0,         226,      0.6587782872,      -6.296211883,      -2.743927882,      -3.305032729,     -0.8163308897,   0.0009212072667,        1.22617805,                 0,                 0,                 0,     0.01586947991,     -0.2120163719,       1.207709616,                 0,       1331.055556,    0.000352340446,     0.01766492423
          0,           0,         227,       0.658788486,       -6.30575823,      -2.752586722,      -3.315823262,     -0.8259534919,   0.0009075277282,       1.226291562,                 0,                 0,                 0,     0.01587555915,     -0.2120495547,       1.207819029,                 0,       1351.244181,   0.0003438960615,     0.01742971471
          0,           0,         228,      0.6587346239,      -6.315457868,      -2.761466074,      -3.326622662,      -0.835718409,   0.0008943422375,        1.22640123,                 0,                 0,                 0,     0.01588140786,     -0.2120815836,       1.207924741,                 0,       1371.288506,   0.0003359255687,     0.01719445433
          0,           0,         229,      0.6587269179,      -6.325312941,      -2.770566541,       -3.33743427,     -0.8456277358,   0.0008816452093,       1.226507257,                 0,                 0,                 0,     0.01588706151,     -0.2121124991,       1.208026952,                 0,         1391.1574,   0.0003283808349,     0.01695984285
          0,           0,         230,      0.6587554884,      -6.335324602,      -2.779887951,      -3.348259701,     -0.8556827995,   0.0008694299934,       1.226609839,                 0,                 0,                 0,     0.01589255271,     -0.2121423418,       1.208125854,                 0,       1410.820708,    0.000321231003,     0.01672518274
          0,           0,         231,      0.6587057006,      -6.345493163,      -2.789429414,      -3.359098988,     -0.8658841242,   0.0008576885716,       1.226709161,                 0,                 0,                 0,     0.01589791091,      -0.212171152,       1.208221629,                 0,       1430.250095,   0.0003144611097,     0.01648889614
          0,           0,         232,       0.658728214,      -6.355818001,       -2.79918934,      -3.369950877,      -0.876231186,   0.0008464117071,       1.226805403,                 0,                 0,                 0,     0.01590316266,     -0.2121989698,        1.20831445,                 0,       1449.419228,   0.0003080568966,     0.01624994714
