0.9956221136 -0.1211985345
0.9293987185 -0.0990009488
0.8622757623 -0.0819050537
0.7946730328 -0.0675300590
0.7267104803 -0.0551957411
0.6581482180 -0.0462625469
0.5888063311 -0.0417508165
0.5196443557 -0.0362187528
0.4502424970 -0.0320471358
0.3804208437 -0.0302563091
0.3105991869 -0.0284654790
0.2402977638 -0.0293955526
0.1700563123 -0.0299855128
0.0999348006 -0.0298952497
0.0648440607 -0.0300201731
0.0366755114 -0.0306642926
0.0227111835 -0.0303061272
0.0097063883 -0.0245061613
0.0036237872 -0.0192253881
0.0013021397 -0.0125036510
0.0000000000 0.0000000000
0.0031193242 0.0117240298
0.0101606292 0.0178468894
0.0184021859 0.0248101709
0.0345254764 0.0366960602
0.0502289652 0.0462011593
0.0733344213 0.0579079660
0.0923190938 0.0661331320
0.1107040602 0.0709571709
0.1475339610 0.0809453587
0.1839440636 0.0885527596
0.2198144282 0.0930991502
0.2554449097 0.0962850873
0.2907755328 0.0977704609
0.3258063045 0.0975552743
0.3604772462 0.0952994074
0.3947883649 0.0910028670
0.4290994801 0.0867063266
0.4632306873 0.0813894494
0.4974818309 0.0767527991
0.5311332682 0.0687150182
0.5648446737 0.0610173507
0.5986160544 0.0536598001
0.6721814382 0.0333238052
0.7384048333 0.0111262230
0.8046282250 -0.0110713627
0.8702519069 -0.0366700754
0.9359355640 -0.0619286747
1.0000000000 -0.0963703117
