1.0000894657 0.0000011967
0.9872775590 0.0029429879
0.9719354680 0.0053488194
0.9553333477 0.0071118791
0.9372111206 0.0085178481
0.9174687755 0.0096159131
0.8960262865 0.0104158204
0.8729636800 0.0109176834
0.8484409691 0.0110822617
0.8226781747 0.0109098529
0.7959353387 0.0103810724
0.7684524835 0.0095061005
0.7404296225 0.0082753510
0.7120367913 0.0066989017
0.6833939816 0.0047769251
0.6545912198 0.0025095282
0.6256885075 -0.0001032017
0.5967258409 -0.0030414884
0.5677132294 -0.0063250441
0.5386306654 -0.0099440273
0.5094781558 -0.0139083084
0.4802356929 -0.0181981808
0.4508832709 -0.0228136799
0.4216209029 -0.0276657614
0.3927585951 -0.0326455361
0.3649063624 -0.0373773843
0.3384941743 -0.0414859585
0.3129119700 -0.0449326082
0.2876597112 -0.0478758138
0.2630874572 -0.0504235955
0.2396452547 -0.0525260428
0.2175931206 -0.0541828067
0.1971410909 -0.0553837457
0.1783691742 -0.0561879237
0.1612873759 -0.0566052055
0.1458156968 -0.0567047234
0.1318441423 -0.0565359482
0.1192226905 -0.0561286635
0.1078213384 -0.0555422178
0.0974800798 -0.0547866913
0.0880688947 -0.0538918500
0.0794777802 -0.0528775579
0.0715967229 -0.0517538266
0.0643457256 -0.0505404904
0.0576447667 -0.0492277908
0.0514438476 -0.0478256623
0.0456729553 -0.0463440527
0.0402921011 -0.0447830242
0.0352812718 -0.0431327363
0.0306004595 -0.0413932420
0.0262196594 -0.0395448515
0.0221388786 -0.0375777103
0.0183381044 -0.0355017084
0.0148173351 -0.0332675192
0.0116465667 -0.0308158876
0.0088757912 -0.0280678338
0.0065650171 -0.0250331414
0.0046742488 -0.0217710423
0.0031834974 -0.0183407387
0.0020427648 -0.0147916209
0.0011920470 -0.0111632085
0.0005813458 -0.0074753014
0.0001806620 -0.0037476590
0.0000000000 0.0000000000
0.0000293503 0.0037873878
0.0002787152 0.0076539777
0.0007380869 0.0116194705
0.0014174677 0.0156542994
0.0023068541 0.0197781772
0.0034362571 0.0239812747
0.0047956732 0.0282635798
0.0063950993 0.0326053847
0.0082545426 0.0370264382
0.0103840059 0.0415070331
0.0127834903 0.0460570233
0.0154629928 0.0506567009
0.0184525233 0.0553061076
0.0217620792 0.0599953950
0.0253916616 0.0647344170
0.0293712789 0.0695035019
0.0337109308 0.0742927842
0.0384406256 0.0791023169
0.0435503543 0.0839222222
0.0490901351 0.0887229695
0.0550599676 0.0935144244
0.0614798519 0.0982670313
0.0683898018 0.1029709785
0.0757898182 0.1076065354
0.0837099046 0.1121441585
0.0921700681 0.1165838717
0.1011903159 0.1208862492
0.1107806502 0.1250414491
0.1209710832 0.1290100460
0.1317616192 0.1327723274
0.1431822640 0.1362987323
0.1552430254 0.1395498351
0.1679739149 0.1425059413
0.1813749261 0.1451374654
0.1954760809 0.1474148605
0.2102673767 0.1493085186
0.2257688134 0.1507987494
0.2420004106 0.1518362574
0.2589821751 0.1523914823
0.2767541083 0.1524546165
0.2953662276 0.1519764107
0.3148685383 0.1509569290
0.3353110506 0.1493666577
0.3567637777 0.1471662294
0.3793567395 0.1443163701
0.4033499708 0.1407878408
0.4290135048 0.1365711328
0.4564273333 0.1317452545
0.4853814251 0.1263888359
0.5155657230 0.1206099495
0.5466901808 0.1144575290
0.5784847659 0.1080298424
0.6106994356 0.1013758644
0.6431441602 0.0945347983
0.6756689184 0.0875656197
0.7080936839 0.0804878192
0.7402684355 0.0733406474
0.7720031389 0.0661632954
0.8030277662 0.0590047284
0.8330322667 0.0519236985
0.8615965792 0.0450182852
0.8882906404 0.0383766793
0.9127343928 0.0321068607
0.9346978049 0.0262479806
0.9542608855 0.0207705597
0.9713736675 0.0154772601
0.9871063293 0.0100144602
1.0000894657 0.0000011967
