1.0000275809 0.0000002048
0.9980490687 -0.0248227353
0.9303209042 -0.0092747012
0.8621862007 0.0011727282
0.7938346690 0.0088998358
0.7253205231 0.0145867010
0.6565353487 0.0168731662
0.5873978353 0.0147391082
0.5183416295 0.0136251664
0.4491770127 0.0111510673
0.3798226783 0.0062966848
0.3104683401 0.0014423053
0.2408971809 -0.0061323988
0.1713531251 -0.0133670617
0.1018632732 -0.0199216463
0.0671047970 -0.0233689572
0.0392546478 -0.0266708713
0.0253837836 -0.0276417475
0.0119465622 -0.0231719814
0.0054176708 -0.0185568147
0.0024784606 -0.0121687492
0.0000000000 0.0000000000
0.0019767201 0.0118212077
0.0083718857 0.0185075748
0.0158764798 0.0261338575
0.0307230535 0.0393461838
0.0453799027 0.0501782259
0.0671619102 0.0638759904
0.0851916155 0.0737606132
0.1029502959 0.0802448329
0.1384947571 0.0935533097
0.1738494970 0.1044815061
0.2089603118 0.1123493437
0.2439627162 0.1188570172
0.2788296030 0.1236644887
0.3135609788 0.1267717623
0.3481297340 0.1278387895
0.3825358746 0.1268655775
0.4169420119 0.1258923653
0.4512668453 0.1238990339
0.4856458787 0.1225857840
0.5197538877 0.1178721277
0.5538889967 0.1134985121
0.5880512122 0.1094649413
0.6628774250 0.0964425845
0.7306055892 0.0808945538
0.7983337503 0.0653465194
0.8657908831 0.0463980816
0.9332751228 0.0277896853
1.0000275809 0.0000002048
